Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Side,City,County,Zipcode,Timezone,Wind_Direction,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight
2,9/11/2020 12:15,9/11/2020 15:11,43.523091,-96.744949,43.522131,-96.744923,R,Sioux Falls,Minnehaha,57105-3651,US/Central,ESE,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/26/2020 3:18,9/26/2020 6:14,43.537254,-96.79094,43.536721,-96.790932,L,Sioux Falls,Minnehaha,57106,US/Central,WNW,Fair,F,F,T,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/24/2020 14:53,9/24/2020 17:56,43.549655,-96.804086,43.550123,-96.804744,R,Sioux Falls,Minnehaha,57107,US/Central,VAR,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,10/23/2020 13:38,10/24/2020 6:59,44.371316,-98.254995,44.372703,-98.239643,R,Huron,Beadle,57350,US/Central,N,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,10/12/2020 5:52,10/12/2020 8:57,43.721695,-98.033976,43.7227,-98.033984,R,Mitchell,Davison,57301-1226,US/Central,W,Fair,F,F,T,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/23/2020 16:41,10/24/2020 6:59,44.370595,-98.229414,44.371521,-98.255025,R,Huron,Beadle,57350,US/Central,NW,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,10/23/2020 16:41,10/24/2020 6:59,44.371406,-98.234403,44.372038,-98.234383,R,Huron,Beadle,57350,US/Central,NW,Fair,F,F,F,F,F,F,F,F,F,F,F,T,F,D,D,D
2,9/16/2020 18:13,9/16/2020 21:10,43.50163,-96.748507,43.500363,-96.748067,R,Sioux Falls,Minnehaha,57105,US/Central,N,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/20/2020 20:34,9/20/2020 21:56,43.513443,-96.771051,43.513022,-96.771049,R,Sioux Falls,Minnehaha,57106,US/Central,S,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/1/2020 16:26,10/1/2020 19:40,43.561994,-96.786041,43.560234,-96.786015,R,Sioux Falls,Minnehaha,57107,US/Central,N,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/25/2020 22:54,9/26/2020 1:41,43.385187,-98.843312,43.385185,-98.841954,R,Platte,Charles Mix,57369,US/Central,CALM,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/25/2020 20:59,9/25/2020 23:50,43.38719,-98.843893,43.387197,-98.844782,L,Platte,Charles Mix,57369-2027,US/Central,CALM,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/25/2020 23:56,9/26/2020 3:05,43.250441,-98.702539,43.251481,-98.702541,R,Geddes,Charles Mix,57342,US/Central,CALM,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/11/2020 16:41,10/11/2020 19:47,43.536683,-96.746251,43.536689,-96.747024,R,Sioux Falls,Minnehaha,57104,US/Central,S,Thunder / Windy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/13/2020 0:39,9/13/2020 3:48,43.516686,-96.737469,43.514867,-96.737452,R,Sioux Falls,Minnehaha,57105-5614,US/Central,WSW,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/25/2020 23:19,9/26/2020 2:11,43.525176,-96.774322,43.525081,-96.774482,R,Sioux Falls,Minnehaha,57106-4337,US/Central,CALM,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/24/2020 22:37,9/25/2020 1:41,43.542469,-96.731309,43.541969,-96.731305,R,Sioux Falls,Minnehaha,57104,US/Central,E,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/26/2020 21:29,9/27/2020 0:35,43.525081,-96.774482,43.520691,-96.771615,L,Sioux Falls,Minnehaha,57106,US/Central,WNW,Mostly Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/23/2020 22:37,9/24/2020 1:40,43.547574,-96.671548,43.546672,-96.671539,L,Sioux Falls,Minnehaha,57110-1235,US/Central,CALM,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/11/2020 18:01,10/11/2020 21:14,43.495876,-96.769609,43.49547,-96.769395,R,Sioux Falls,Lincoln,57108,US/Central,S,Mostly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,10/12/2020 14:39,10/12/2020 17:42,43.503418,-96.749261,43.503185,-96.749164,R,Sioux Falls,Minnehaha,57105,US/Central,W,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,10/9/2020 3:55,10/9/2020 7:04,43.601992,-96.791094,43.601989,-96.790919,R,Sioux Falls,Minnehaha,57107,US/Central,S,Fair,F,F,T,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/16/2020 1:31,9/16/2020 4:40,43.533072,-96.748755,43.533075,-96.749974,L,Sioux Falls,Minnehaha,57105-1424,US/Central,SSW,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/11/2020 0:40,10/11/2020 3:47,43.54118,-96.790896,43.540317,-96.790924,R,Sioux Falls,Minnehaha,57106-0223,US/Central,SE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/25/2020 0:01,9/25/2020 2:56,43.543961,-96.749964,43.542135,-96.749964,L,Sioux Falls,Minnehaha,57104-4025,US/Central,SE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/25/2020 22:31,9/26/2020 1:38,43.514826,-96.776769,43.514826,-96.777027,R,Sioux Falls,Minnehaha,57106,US/Central,CALM,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/26/2020 4:45,9/26/2020 7:53,43.525818,-96.751215,43.523998,-96.7512,R,Sioux Falls,Minnehaha,57105-3425,US/Central,CALM,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/11/2020 12:15,9/11/2020 15:11,43.523091,-96.744949,43.522131,-96.744923,R,Sioux Falls,Minnehaha,57105-3651,US/Central,ESE,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/29/2020 0:14,9/29/2020 3:21,43.518376,-96.78027,43.520251,-96.771448,R,Sioux Falls,Minnehaha,57106,US/Central,W,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/12/2020 5:52,10/12/2020 8:57,43.721695,-98.033976,43.7227,-98.033984,R,Mitchell,Davison,57301-1226,US/Central,W,Fair,F,F,T,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/10/2020 2:28,10/10/2020 5:25,43.473632,-96.727514,43.474895,-96.727495,L,Sioux Falls,Lincoln,57108-8105,US/Central,NNE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,9/14/2020 9:41,9/14/2020 12:49,43.536686,-96.741249,43.536679,-96.74207,R,Sioux Falls,Minnehaha,57104,US/Central,S,Fair,F,F,F,F,F,F,F,F,F,F,F,T,F,D,D,D
2,10/10/2020 19:34,10/10/2020 22:43,43.514826,-96.783065,43.514828,-96.783346,R,Sioux Falls,Minnehaha,57106-0929,US/Central,ESE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,D
2,9/24/2020 1:12,9/24/2020 4:22,43.508164,-96.771038,43.50759,-96.771047,L,Sioux Falls,Minnehaha,57106-2302,US/Central,WSW,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/11/2020 23:08,10/12/2020 2:14,43.544025,-96.765904,43.544027,-96.766611,R,Sioux Falls,Minnehaha,57104,US/Central,NW,Cloudy / Windy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
2,9/28/2020 21:58,9/29/2020 0:57,43.500362,-96.751595,43.500357,-96.752849,L,Sioux Falls,Lincoln,57108,US/Central,NW,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,10/12/2020 16:22,10/12/2020 18:00,43.548637,-96.714203,43.549973,-96.714203,L,Sioux Falls,Minnehaha,57103-1606,US/Central,WSW,Fair,F,F,F,F,F,F,F,F,F,F,F,T,F,D,D,D
4,9/17/2019 23:35,9/18/2019 0:04,43.38443,-97.99351,43.40087,-97.42082,L,Parkston,Hutchinson,57366,US/Central,S,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,9/17/2019 23:35,9/18/2019 0:04,43.40087,-97.42082,43.38443,-97.99351,L,Freeman,Hutchinson,57029-6103,US/Central,SSE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,9/17/2019 19:47,9/17/2019 20:16,43.03155,-98.90304,43.03155,-98.90304,R,Fairfax,Gregory,57335,US/Central,SSE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,D,D
4,9/16/2019 17:38,9/16/2019 18:07,43.38443,-97.99351,43.40087,-97.42082,L,Parkston,Hutchinson,57366,US/Central,SSE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,3/13/2019 10:30,3/13/2019 10:59,42.60318,-96.57408,42.69377,-96.69708,R,Jefferson,Union,57038,US/Central,ESE,Fog,F,F,F,F,T,F,F,F,F,F,F,F,F,D,D,D
4,3/13/2019 22:36,3/13/2019 23:05,44.084078,-103.23046,44.0844,-103.23386,R,Rapid City,Pennington,57701,US/Mountain,NNW,Snow / Windy,F,F,T,F,F,F,F,F,F,F,F,T,F,N,N,N
4,3/14/2019 23:51,3/15/2019 0:20,43.54324,-97.38843,43.54318,-97.10922,L,Bridgewater,McCook,57319-6321,US/Central,NW,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,3/14/2019 23:42,3/15/2019 0:11,44.42715,-96.7547,44.4414,-96.45193,R,Brookings,Brookings,57006,US/Central,NNW,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,3/26/2019 14:29,3/26/2019 14:58,43.04657,-102.21911,43.04657,-102.21911,R,Batesland,Oglala Lakota,57716,US/Mountain,SSW,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,3/29/2019 22:47,3/30/2019 1:30,43.89362,-103.42532,43.89366,-103.42467,R,Keystone,Pennington,57751,US/Mountain,North,Clear,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
4,3/31/2019 22:26,4/1/2019 1:10,43.89362,-103.42532,43.89366,-103.42467,R,Keystone,Pennington,57751,US/Mountain,NE,Clear,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
4,2/11/2019 6:22,2/11/2019 6:52,44.81155,-104.05585,45.476061,-105.559902,R,Belle Fourche,Butte,57717,US/Mountain,SSE,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,D
2,2/20/2019 9:48,2/20/2019 10:18,43.98685,-102.23442,43.98679,-102.24424,R,Wall,Pennington,57790,US/Mountain,WNW,Light Snow,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,12/31/2018 19:24,1/4/2019 19:24,43.25717,-97.08218,43.25783,-96.79605,L,Hurley,Turner,57036-6403,US/Central,North,Light Snow,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,1/18/2019 6:39,1/18/2019 7:07,43.857101,-103.437123,43.857101,-103.437123,R,Keystone,Pennington,57751,US/Mountain,SSW,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,D
3,1/25/2019 12:21,1/25/2019 12:51,43.66521,-97.59392,43.66517,-97.58268,R,Spencer,McCook,57374,US/Central,NNW,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,12/27/2018 8:08,12/31/2018 8:08,43.24166,-97.4192,43.25803,-96.79518,R,Freeman,Hutchinson,57029-7307,US/Central,NW,Light Snow,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,11/17/2018 11:53,11/17/2018 12:22,43.60861,-96.576,43.60841,-96.56758,R,Brandon,Minnehaha,57005,US/Central,NNW,Mostly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,10/7/2018 6:27,10/7/2018 6:57,43.93463,-103.57155,43.93463,-103.57155,L,Hill City,Pennington,57745,US/Mountain,NE,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,D
2,9/4/2018 18:21,9/4/2018 18:50,43.924451,-100.3193,44.057699,-100.336529,R,Vivian,Lyman,57576,US/Central,North,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,8/13/2018 13:01,8/13/2018 19:01,43.69483,-97.95223,43.69213,-98.00791,R,Mitchell,Hanson,57301,US/Central,South,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
3,1/2/2018 0:49,1/2/2018 6:49,44.29584,-103.43204,44.30406,-103.43423,R,Piedmont,Meade,57769,US/Mountain,SW,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
2,1/10/2018 13:32,1/10/2018 19:32,43.608725,-96.737364,43.608725,-96.737364,R,Sioux Falls,Minnehaha,57104,US/Central,South,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,1/27/2018 20:20,1/27/2018 20:50,43.56666,-96.77814,43.567443,-96.778042,R,Sioux Falls,Minnehaha,57107,US/Central,North,Snow,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,12/4/2017 14:16,12/4/2017 20:16,44.10363,-102.70453,44.10363,-102.83459,R,New Underwood,Pennington,57761,US/Mountain,NW,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,12/12/2017 10:47,12/12/2017 16:47,43.98662,-102.24334,44.06658,-102.4547,R,Wall,Pennington,57790,US/Mountain,WSW,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,12/12/2017 10:47,12/12/2017 16:47,44.06747,-102.38947,44.10364,-102.823856,R,Wasta,Pennington,57791,US/Mountain,SSE,Smoke,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
3,11/2/2017 6:44,11/2/2017 12:44,43.66644,-97.31328,43.66652,-97.30098,R,Salem,McCook,57058,US/Central,NW,Mostly Cloudy,F,F,F,F,T,F,F,F,F,F,F,F,F,N,N,N
3,11/2/2017 9:45,11/2/2017 15:45,43.609042,-96.737779,43.609042,-96.737779,R,Sioux Falls,Minnehaha,57104,US/Central,NNW,Overcast,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,9/21/2017 6:33,9/21/2017 12:33,43.6057,-96.71619,43.60557,-96.70494,R,Sioux Falls,Minnehaha,57104,US/Central,East,Clear,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,D
2,8/6/2017 15:45,8/6/2017 21:45,43.88756,-100.88398,43.9012,-101.00955,R,Okaton,Jones,57562,US/Mountain,NE,Scattered Clouds,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,4/3/2019 23:44,4/4/2019 0:12,43.580487,-96.728649,43.577717,-96.72852,L,Sioux Falls,Minnehaha,57104,US/Central,E,Light Rain,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,4/4/2019 22:40,4/5/2019 1:25,43.89362,-103.42532,43.89366,-103.42467,R,Keystone,Pennington,57751,US/Mountain,CALM,Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
4,4/10/2019 22:37,4/10/2019 23:05,44.71952,-103.42558,44.71868,-103.42557,L,Newell,Butte,57760-6800,US/Mountain,N,Light Snow,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,5/9/2019 6:00,5/9/2019 6:30,43.89362,-103.42532,43.89362,-103.42532,R,Keystone,Pennington,57751,US/Mountain,ENE,Light Snow,F,F,F,F,F,F,F,F,F,F,F,T,F,D,D,D
4,5/9/2019 22:24,5/10/2019 1:07,43.89362,-103.42532,43.89362,-103.42532,R,Keystone,Pennington,57751,US/Mountain,WNW,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,T,F,N,N,N
4,5/16/2019 23:42,5/17/2019 0:10,43.15498,-98.54606,43.1547,-98.54607,R,Lake Andes,Charles Mix,57356-6855,US/Central,NE,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,5/1/2019 14:36,5/1/2019 15:05,45.52173,-100.04134,45.52173,-100.04134,R,Selby,Walworth,57472,US/Central,NNE,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
2,6/19/2019 13:54,6/19/2019 14:24,44.10617,-102.6334,44.10659,-102.62839,R,New Underwood,Pennington,57761,US/Mountain,WSW,Partly Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,6/21/2019 16:05,6/21/2019 16:34,45.93493,-102.15942,45.934441,-101.785744,L,Lemmon,Perkins,57638-1837,US/Mountain,WSW,Cloudy,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D
4,7/17/2019 23:37,7/18/2019 0:06,43.532403,-100.733609,43.881092,-100.70582,L,White River,Mellette,57579-7910,US/Central,ESE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
4,7/17/2019 23:35,7/18/2019 0:03,44.32723,-97.12735,44.32696,-97.12775,R,Arlington,Brookings,57212,US/Central,SE,Fair,F,F,F,F,F,F,F,F,F,F,F,F,F,N,N,N
